record_id,dataset,mix_id,mix_family,ref,temp_source,curing_type,curing_C,WC,cement,fly_ash,SCM_other,binder,Sa,RH,age_day,time_h,M_NS,t_eq,DD,f_c,fck,peakT,peak_day,maturity_provisional
1,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,9.88,237.12,3556.8,101.60799899893782,49.4,5.9,,,,False
2,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,22.42,538.08,8071.200000000001,230.5719977283589,112.10000000000001,10.1,,,,False
3,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,31.439999999999998,754.56,11318.4,323.3355757618021,157.2,12.0,,,,False
4,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,43.63999999999999,1047.36,15710.399999999998,448.80294294672524,218.19999999999996,13.8,,,,False
5,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,153.98,3695.52,55432.8,1583.5627212405307,769.9,23.3,,,,False
6,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,10.02,240.48,3607.2,103.04778845843693,50.099999999999994,7.4,,,,False
7,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,22.560000000000002,541.44,8121.6,232.011787187858,112.80000000000001,14.1,,,,False
8,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,31.38,753.12,11296.8,322.71852313630245,156.9,17.5,,,,False
9,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,43.72,1049.28,15739.199999999999,449.6256797807248,218.6,20.1,,,,False
10,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,153.22,3677.28,55159.200000000004,1575.7467213175357,766.1,28.9,,,,False
11,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,10.28,246.72,3700.8,105.72168316893529,51.4,8.1,,,,False
12,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,22.28,534.72,8020.8,229.13220826885976,111.40000000000002,16.3,,,,False
13,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,31.48,755.52,11332.8,323.7469441788018,157.4,19.3,,,,False
14,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,43.66,1047.84,15717.599999999999,449.00862715522516,218.29999999999998,23.0,,,,False
15,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,157.0,3768.0,56520.0,1614.6210367240117,785.0,36.0,,,,False
16,lit55,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,9.88,237.12,3556.8,101.60799899893782,49.4,3.8,,,,False
17,lit55,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,21.439999999999998,514.56,7718.4,220.493471511865,107.19999999999999,9.4,,,,False
18,lit55,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,30.34,728.16,10922.4,312.022944294309,151.7,11.8,,,,False
19,lit55,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,42.1,1010.4,15156.0,432.965258892235,210.5,16.0,,,,False
20,lit55,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,148.17999999999998,3556.3199999999997,53344.799999999996,1523.9143007755672,740.9,24.6,,,,False
21,lit55,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,9.86,236.64,3549.6,101.40231479043793,49.29999999999999,3.6,,,,False
22,lit55,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,21.400000000000002,513.6,7704.0,220.08210309486532,107.0,8.0,,,,False
23,lit55,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,30.28,726.72,10900.800000000001,311.40589166880943,151.4,10.6,,,,False
24,lit55,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,42.02,1008.48,15127.2,432.1425220582355,210.1,13.5,,,,False
25,lit55,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,147.88,3549.12,53236.799999999996,1520.829037648069,739.4,23.0,,,,False
26,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,1.68,40.32,1209.6,40.32,33.6,7.8,,,,False
27,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,3.24,77.76,2332.8,77.76,64.8,10.9,,,,False
28,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,4.735,113.64,3409.2,113.64,94.7,12.9,,,,False
29,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,10.87,260.88,7826.4,260.88,217.4,17.3,,,,False
30,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,43.695,1048.68,31460.4,1048.68,873.9000000000001,24.5,,,,False
31,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,1.695,40.68,1220.4,40.68,33.9,9.1,,,,False
32,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,3.27,78.48,2354.4,78.48,65.4,14.5,,,,False
33,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,4.78,114.72,3441.6,114.72,95.60000000000001,17.1,,,,False
34,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,10.955,262.92,7887.6,262.92,219.10000000000002,22.6,,,,False
35,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,43.845,1052.28,31568.399999999998,1052.28,876.9,30.2,,,,False
36,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,1.705,40.92,1227.6000000000001,40.92,34.1,12.4,,,,False
37,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,3.25,78.0,2340.0,78.0,65.0,16.9,,,,False
38,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,4.795,115.08,3452.4,115.08,95.89999999999999,20.5,,,,False
39,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,11.315,271.56,8146.8,271.56,226.29999999999998,26.9,,,,False
40,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,44.13999999999999,1059.36,31780.799999999996,1059.36,882.7999999999998,35.6,,,,False
41,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,40.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,1.2725,30.54,1527.0,83.3187631141914,50.9,10.4,,,,False
42,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,40.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,2.5325,60.78,3039.0,165.81907079504103,101.3,12.8,,,,False
43,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,40.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,3.795,91.08,4554.0,248.483069562559,151.79999999999998,15.4,,,,False
44,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,40.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,5.055,121.32,6066.0,330.98337724340865,202.19999999999996,17.0,,,,False
45,lit55,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,40.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,17.695,424.68,21234.0,1158.6055114385986,707.8000000000001,20.7,,,,False
46,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,40.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,1.27,30.48,1524.0,83.15507202752305,50.800000000000004,12.5,,,,False
47,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,40.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,2.3575,56.58,2829.0,154.36069472825636,94.3,16.0,,,,False
48,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,40.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,3.485,83.64,4182.0,228.1853748156833,139.4,18.4,,,,False
49,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,40.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,4.63,111.12,5556.0,303.1558925097887,185.20000000000002,20.6,,,,False
50,lit55,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,40.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,17.21,413.04,20652.0,1126.8494406249383,688.4000000000001,25.5,,,,False
51,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,40.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,1.3399999999999999,32.16,1607.9999999999998,87.7384224542369,53.599999999999994,15.7,,,,False
52,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,40.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,2.6125000000000003,62.7,3135.0,171.0571855684283,104.5,20.2,,,,False
53,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,40.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,3.8800000000000003,93.12,4656.0,254.048566509283,155.20000000000002,22.3,,,,False
54,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,40.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,5.1425,123.42,6171.0,336.712565276801,205.70000000000002,24.0,,,,False
55,lit55,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,40.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,17.8325,427.98,21399.0,1167.608521205358,713.3000000000001,34.8,,,,False
56,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,9.88,237.12,3556.8,101.60799899893782,49.4,5.9,,,,False
57,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,22.42,538.08,8071.200000000001,230.5719977283589,112.10000000000001,10.1,,,,False
58,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,31.439999999999998,754.56,11318.4,323.3355757618021,157.2,12.0,,,,False
59,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,43.63999999999999,1047.36,15710.399999999998,448.80294294672524,218.19999999999996,13.8,,,,False
60,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,5.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,153.98,3695.52,55432.8,1583.5627212405307,769.9,23.3,,,,False
61,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,10.02,240.48,3607.2,103.04778845843693,50.099999999999994,7.4,,,,False
62,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,22.560000000000002,541.44,8121.6,232.011787187858,112.80000000000001,14.1,,,,False
63,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,31.38,753.12,11296.8,322.71852313630245,156.9,17.5,,,,False
64,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,43.72,1049.28,15739.199999999999,449.6256797807248,218.6,20.1,,,,False
65,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,5.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,153.22,3677.28,55159.200000000004,1575.7467213175357,766.1,28.9,,,,False
66,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,10.28,246.72,3700.8,105.72168316893529,51.4,8.1,,,,False
67,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,22.28,534.72,8020.8,229.13220826885976,111.40000000000002,16.3,,,,False
68,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,31.48,755.52,11332.8,323.7469441788018,157.4,19.3,,,,False
69,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,43.66,1047.84,15717.599999999999,449.00862715522516,218.29999999999998,23.0,,,,False
70,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,5.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,157.0,3768.0,56520.0,1614.6210367240117,785.0,36.0,,,,False
71,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,5.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,9.9,237.6,3564.0,101.81368320743768,49.5,6.9,,,,False
72,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,5.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,21.5,516.0,7740.0,221.11052413736468,107.5,10.6,,,,False
73,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,5.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,30.400000000000002,729.6,10944.0,312.63999691980865,152.0,13.2,,,,False
74,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,5.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,42.199999999999996,1012.8,15192.0,433.99367993473436,211.0,17.4,,,,False
75,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,5.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,148.48,3563.52,53452.8,1526.9995639030653,742.4,32.4,,,,False
76,lit119,LIT_wc55_C205_G205_F0,LIT_wc55_C205_G205_F0,Ryu et al. 2024,ambient,,5.0,0.55,205.0,0.0,205.0,410.0,49.0,95.0,9.94,238.56,3578.4,102.22505162443743,49.699999999999996,5.5,,,,False
77,lit119,LIT_wc55_C205_G205_F0,LIT_wc55_C205_G205_F0,Ryu et al. 2024,ambient,,5.0,0.55,205.0,0.0,205.0,410.0,49.0,95.0,21.540000000000003,516.96,7754.400000000001,221.52189255436443,107.7,7.8,,,,False
78,lit119,LIT_wc55_C205_G205_F0,LIT_wc55_C205_G205_F0,Ryu et al. 2024,ambient,,5.0,0.55,205.0,0.0,205.0,410.0,49.0,95.0,30.48,731.52,10972.8,313.46273375380815,152.4,12.3,,,,False
79,lit119,LIT_wc55_C205_G205_F0,LIT_wc55_C205_G205_F0,Ryu et al. 2024,ambient,,5.0,0.55,205.0,0.0,205.0,410.0,49.0,95.0,42.300000000000004,1015.2,15228.0,435.0221009772338,211.5,16.3,,,,False
80,lit119,LIT_wc55_C205_G205_F0,LIT_wc55_C205_G205_F0,Ryu et al. 2024,ambient,,5.0,0.55,205.0,0.0,205.0,410.0,49.0,95.0,148.84,3572.16,53582.399999999994,1530.701879656063,744.1999999999999,29.2,,,,False
81,lit119,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,9.88,237.12,3556.8,101.60799899893782,49.4,3.8,,,,False
82,lit119,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,21.439999999999998,514.56,7718.4,220.493471511865,107.19999999999999,9.4,,,,False
83,lit119,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,30.34,728.16,10922.4,312.022944294309,151.7,11.8,,,,False
84,lit119,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,42.1,1010.4,15156.0,432.965258892235,210.5,16.0,,,,False
85,lit119,LIT_wc55_C349_G0_F62,LIT_wc55_C349_G0_F62,Ryu et al. 2024,ambient,,5.0,0.55,349.0,62.0,0.0,411.0,49.0,95.0,148.17999999999998,3556.3199999999997,53344.799999999996,1523.9143007755672,740.9,24.6,,,,False
86,lit119,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,9.86,236.64,3549.6,101.40231479043793,49.29999999999999,3.6,,,,False
87,lit119,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,21.400000000000002,513.6,7704.0,220.08210309486532,107.0,8.0,,,,False
88,lit119,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,30.28,726.72,10900.800000000001,311.40589166880943,151.4,10.6,,,,False
89,lit119,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,42.02,1008.48,15127.2,432.1425220582355,210.1,13.5,,,,False
90,lit119,LIT_wc55_C287_G0_F123,LIT_wc55_C287_G0_F123,Ryu et al. 2024,ambient,,5.0,0.55,287.0,123.0,0.0,410.0,49.0,95.0,147.88,3549.12,53236.799999999996,1520.829037648069,739.4,23.0,,,,False
91,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,1.68,40.32,1209.6,40.32,33.6,7.8,,,,False
92,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,3.24,77.76,2332.8,77.76,64.8,10.9,,,,False
93,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,4.735,113.64,3409.2,113.64,94.7,12.9,,,,False
94,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,10.87,260.88,7826.4,260.88,217.4,17.3,,,,False
95,lit119,LIT_wc50_C330_G0_F0,LIT_wc50_C330_G0_F0,Ryu et al. 2024,ambient,,20.0,0.5,330.0,0.0,0.0,330.0,50.0,95.0,43.695,1048.68,31460.4,1048.68,873.9000000000001,24.5,,,,False
96,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,1.695,40.68,1220.4,40.68,33.9,9.1,,,,False
97,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,3.27,78.48,2354.4,78.48,65.4,14.5,,,,False
98,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,4.78,114.72,3441.6,114.72,95.60000000000001,17.1,,,,False
99,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,10.955,262.92,7887.6,262.92,219.10000000000002,22.6,,,,False
100,lit119,LIT_wc45_C370_G0_F0,LIT_wc45_C370_G0_F0,Ryu et al. 2024,ambient,,20.0,0.45,370.0,0.0,0.0,370.0,49.5,95.0,43.845,1052.28,31568.399999999998,1052.28,876.9,30.2,,,,False
101,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,1.705,40.92,1227.6000000000001,40.92,34.1,12.4,,,,False
102,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,3.25,78.0,2340.0,78.0,65.0,16.9,,,,False
103,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,4.795,115.08,3452.4,115.08,95.89999999999999,20.5,,,,False
104,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,11.315,271.56,8146.8,271.56,226.29999999999998,26.9,,,,False
105,lit119,LIT_wc41_C410_G0_F0,LIT_wc41_C410_G0_F0,Ryu et al. 2024,ambient,,20.0,0.41,410.0,0.0,0.0,410.0,49.0,95.0,44.13999999999999,1059.36,31780.799999999996,1059.36,882.7999999999998,35.6,,,,False
106,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,20.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,1.7149999999999999,41.16,1234.8,41.16,34.3,7.0,,,,False
107,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,20.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,3.3049999999999997,79.32,2379.6,79.32,66.1,11.6,,,,False
108,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,20.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,4.83,115.92,3477.6,115.92,96.60000000000001,15.4,,,,False
109,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,20.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,11.090000000000002,266.16,7984.800000000001,266.16,221.80000000000004,23.6,,,,False
110,lit119,LIT_wc55_C308_G103_F0,LIT_wc55_C308_G103_F0,Ryu et al. 2024,ambient,,20.0,0.55,308.0,0.0,103.0,411.0,49.0,95.0,44.57,1069.68,32090.4,1069.68,891.4000000000001,33.7,,,,False
111,lit119,LIT_wc55_C205_G205_F0,LIT_wc55_C205_G205_F0,Ryu et al. 2024,ambient,,20.0,0.55,205.0,0.0,205.0,410.0,49.0,95.0,1.7300000000000002,41.52,1245.6000000000001,41.52,34.6,7.8,,,,False
